iter	Passed	Remaining
1685	9562	18796
1686	9571	18796
1687	9577	18791
1688	9582	18783
1689	9589	18782
1690	9594	18774
1691	9608	18786
1692	9612	18776
1693	9616	18767
1694	9620	18758
1695	9629	18759
1696	9634	18751
1697	9638	18742
1698	9642	18733
1699	9645	18723
1700	9651	18717
1701	9655	18710
1702	9660	18701
1703	9664	18693
1704	9673	18694
1705	9677	18685
1706	9681	18676
1707	9684	18666
1708	9689	18658
1709	9695	18653
1710	9699	18645
1711	9706	18641
1712	9710	18632
1713	9714	18623
1714	9717	18613
1715	9722	18606
1716	9727	18598
1717	9730	18588
1718	9733	18578
1719	9737	18569
1720	9741	18559
1721	9746	18552
1722	9751	18546
1723	9755	18537
1724	9758	18526
1725	9765	18523
1726	9768	18513
1727	9772	18503
1728	9776	18495
1729	9780	18486
1730	9784	18477
1731	9787	18467
1732	9792	18459
1733	9796	18451
1734	9802	18446
1735	9806	18437
1736	9810	18429
1737	9814	18420
1738	9825	18424
1739	9829	18416
1740	9833	18406
1741	9836	18396
1742	9845	18397
1743	9850	18390
1744	9853	18380
1745	9861	18378
1746	9875	18389
1747	9886	18392
1748	9893	18389
1749	9896	18380
1750	9904	18378
1751	9909	18371
1752	9924	18383
1753	9931	18379
1754	9936	18371
1755	9946	18375
1756	9952	18369
1757	9956	18360
1758	9960	18351
1759	9968	18351
1760	9974	18346
1761	9978	18336
1762	9983	18330
1763	9988	18323
1764	9992	18314
1765	9995	18304
1766	10001	18298
1767	10006	18292
1768	10010	18284
1769	10020	18285
1770	10023	18276
1771	10028	18268
1772	10032	18260
1773	10038	18255
1774	10044	18249
1775	10049	18243
1776	10054	18236
1777	10061	18232
1778	10067	18228
1779	10071	18219
1780	10076	18212
1781	10080	18203
1782	10084	18194
1783	10089	18187
1784	10093	18179
1785	10099	18175
1786	10105	18169
1787	10114	18169
1788	10118	18160
1789	10124	18156
1790	10130	18150
1791	10137	18147
1792	10144	18144
1793	10153	18144
1794	10164	18149
1795	10173	18148
1796	10182	18150
1797	10188	18143
1798	10206	18160
1799	10214	18159
1800	10220	18154
1801	10240	18173
1802	10246	18169
1803	10252	18162
1804	10261	18163
1805	10267	18159
1806	10274	18155
1807	10285	18159
1808	10290	18152
1809	10296	18147
1810	10302	18141
1811	10306	18133
1812	10313	18130
1813	10324	18132
1814	10328	18125
1815	10333	18117
1816	10338	18111
1817	10345	18107
1818	10353	18105
1819	10358	18098
1820	10365	18096
1821	10373	18093
1822	10379	18089
1823	10383	18079
1824	10387	18072
1825	10396	18070
1826	10403	18067
1827	10407	18058
1828	10419	18064
1829	10422	18054
1830	10434	18059
1831	10438	18050
1832	10447	18051
1833	10455	18049
1834	10459	18039
1835	10465	18035
1836	10469	18025
1837	10478	18026
1838	10483	18018
1839	10492	18019
1840	10499	18016
1841	10505	18010
1842	10520	18020
1843	10535	18031
1844	10542	18027
1845	10553	18030
1846	10559	18026
1847	10565	18020
1848	10577	18025
1849	10584	18021
1850	10595	18026
1851	10600	18018
1852	10604	18010
1853	10609	18002
1854	10614	17995
1855	10619	17988
1856	10627	17987
1857	10631	17979
1858	10635	17970
1859	10642	17965
1860	10646	17956
1861	10650	17949
1862	10658	17946
1863	10662	17939
1864	10667	17930
1865	10672	17925
1866	10677	17917
1867	10680	17908
1868	10684	17899
1869	10690	17893
1870	10695	17887
1871	10701	17881
1872	10708	17877
1873	10713	17871
1874	10717	17862
1875	10721	17854
1876	10730	17853
1877	10735	17847
1878	10741	17842
1879	10746	17835
1880	10754	17833
1881	10759	17825
1882	10763	17817
1883	10768	17809
1884	10773	17803
1885	10779	17797
1886	10786	17793
1887	10791	17787
1888	10795	17779
1889	10800	17772
1890	10811	17776
1891	10816	17767
1892	10825	17768
1893	10830	17761
1894	10835	17754
1895	10843	17753
1896	10851	17749
1897	10855	17741
1898	10858	17732
1899	10863	17724
1900	10869	17720
1901	10874	17712
1902	10878	17704
1903	10884	17699
1904	10890	17693
1905	10894	17684
1906	10900	17679
1907	10906	17675
1908	10912	17668
1909	10917	17662
1910	10927	17664
1911	10932	17656
1912	10938	17651
1913	10943	17644
1914	10951	17642
1915	10958	17638
1916	10961	17629
1917	10967	17623
1918	10975	17621
1919	10979	17613
1920	10988	17613
1921	10993	17605
1922	10998	17599
1923	11002	17590
1924	11009	17586
1925	11017	17585
1926	11023	17579
1927	11027	17570
1928	11033	17565
1929	11037	17557
1930	11041	17548
1931	11049	17546
1932	11054	17539
1933	11058	17531
1934	11067	17530
1935	11073	17525
1936	11111	17570
1937	11118	17566
1938	11126	17564
1939	11134	17562
1940	11139	17555
1941	11144	17548
1942	11149	17541
1943	11156	17538
1944	11160	17530
1945	11166	17523
1946	11170	17516
1947	11174	17507
1948	11180	17502
1949	11186	17496
1950	11191	17489
1951	11195	17480
1952	11205	17481
1953	11211	17476
1954	11219	17475
1955	11225	17470
1956	11234	17468
1957	11238	17460
1958	11243	17453
1959	11248	17446
1960	11255	17443
1961	11261	17437
1962	11268	17433
1963	11273	17426
1964	11277	17417
1965	11281	17410
1966	11285	17401
1967	11290	17394
1968	11293	17385
1969	11297	17376
1970	11302	17368
1971	11308	17363
1972	11319	17365
1973	11322	17356
1974	11325	17346
1975	11330	17340
1976	11335	17332
1977	11340	17326
1978	11347	17321
1979	11351	17314
1980	11355	17306
1981	11364	17304
1982	11367	17295
1983	11372	17287
1984	11377	17281
1985	11383	17275
1986	11387	17268
1987	11404	17278
1988	11408	17269
1989	11413	17263
1990	11420	17260
1991	11433	17264
1992	11438	17258
1993	11442	17249
1994	11450	17247
1995	11454	17239
1996	11459	17231
1997	11465	17226
1998	11468	17216
1999	11480	17221
2000	11486	17215
2001	11491	17209
2002	11498	17204
2003	11502	17196
2004	11512	17197
2005	11516	17188
2006	11521	17181
2007	11529	17179
2008	11533	17171
2009	11538	17164
2010	11551	17168
2011	11557	17164
2012	11568	17166
2013	11573	17159
2014	11579	17153
2015	11586	17149
2016	11592	17144
2017	11599	17140
2018	11604	17133
2019	11609	17127
2020	11615	17121
2021	11621	17116
2022	11626	17108
2023	11631	17102
2024	11636	17095
2025	11642	17089
2026	11646	17081
2027	11652	17077
2028	11660	17073
2029	11664	17065
2030	11671	17062
2031	11678	17057
2032	11683	17051
2033	11688	17044
2034	11694	17038
2035	11706	17041
2036	11714	17039
2037	11719	17032
2038	11724	17026
2039	11743	17039
2040	11747	17031
2041	11753	17025
2042	11758	17019
2043	11763	17011
2044	11768	17005
2045	11774	16999
2046	11778	16991
2047	11783	16984
2048	11789	16979
2049	11794	16972
2050	11799	16965
2051	11802	16956
2052	11811	16955
2053	11815	16946
2054	11820	16939
2055	11828	16936
2056	11833	16929
2057	11838	16923
2058	11845	16920
2059	11850	16912
2060	11860	16912
2061	11864	16905
2062	11868	16897
2063	11876	16893
2064	11880	16885
2065	11884	16877
2066	11888	16868
2067	11895	16864
2068	11899	16857
2069	11905	16851
2070	11909	16842
2071	11913	16835
2072	11920	16831
2073	11924	16823
2074	11928	16815
2075	11932	16807
2076	11938	16801
2077	11942	16793
2078	11949	16789
2079	11953	16781
2080	11957	16772
2081	11964	16768
2082	11968	16761
2083	11973	16753
2084	11977	16744
2085	11982	16738
2086	11987	16732
2087	11991	16724
2088	11996	16717
2089	12002	16712
2090	12008	16705
2091	12013	16699
2092	12017	16691
2093	12020	16681
2094	12028	16679
2095	12032	16671
2096	12036	16662
2097	12039	16653
2098	12049	16653
2099	12053	16645
2100	12058	16639
2101	12068	16638
2102	12074	16633
2103	12078	16624
2104	12086	16622
2105	12090	16614
2106	12097	16610
2107	12115	16621
2108	12120	16615
2109	12132	16617
2110	12138	16611
2111	12142	16604
2112	12148	16599
2113	12152	16591
2114	12158	16584
2115	12163	16578
2116	12167	16570
2117	12171	16561
2118	12174	16551
2119	12180	16547
2120	12186	16541
2121	12191	16534
2122	12196	16528
2123	12201	16521
2124	12205	16513
2125	12209	16505
2126	12217	16502
2127	12221	16494
2128	12231	16493
2129	12235	16486
2130	12238	16477
2131	12245	16473
2132	12250	16466
2133	12254	16458
2134	12261	16454
2135	12265	16445
2136	12269	16438
2137	12277	16435
2138	12281	16427
2139	12288	16423
2140	12292	16415
2141	12295	16406
2142	12301	16399
2143	12304	16391
2144	12310	16385
2145	12314	16377
2146	12320	16371
2147	12329	16370
2148	12333	16362
2149	12336	16353
2150	12344	16350
2151	12349	16343
2152	12352	16334
2153	12359	16330
2154	12365	16324
2155	12370	16317
2156	12374	16309
2157	12378	16301
2158	12384	16296
2159	12388	16288
2160	12391	16278
2161	12396	16272
2162	12400	16265
2163	12410	16263
2164	12420	16264
2165	12425	16258
2166	12429	16249
2167	12435	16244
2168	12440	16237
2169	12444	16228
2170	12453	16227
2171	12457	16219
2172	12463	16214
2173	12467	16206
2174	12472	16199
2175	12483	16201
2176	12487	16193
2177	12492	16186
2178	12500	16183
2179	12506	16178
2180	12512	16173
2181	12516	16164
2182	12524	16162
2183	12529	16155
2184	12533	16147
2185	12537	16139
2186	12541	16131
2187	12548	16127
2188	12557	16125
2189	12560	16116
2190	12565	16109
2191	12571	16104
2192	12577	16099
2193	12585	16095
2194	12589	16088
2195	12594	16081
2196	12600	16076
2197	12606	16070
2198	12613	16066
2199	12618	16059
2200	12622	16052
2201	12630	16048
2202	12634	16040
2203	12640	16036
2204	12645	16028
2205	12648	16020
2206	12660	16022
2207	12664	16014
2208	12668	16006
2209	12674	16001
2210	12679	15993
2211	12682	15985
2212	12688	15979
2213	12693	15972
2214	12697	15965
2215	12706	15963
2216	12710	15955
2217	12721	15956
2218	12725	15947
2219	12727	15938
2220	12730	15928
2221	12735	15921
2222	12741	15916
2223	12744	15907
2224	12747	15898
2225	12755	15896
2226	12759	15887
2227	12763	15879
2228	12771	15877
2229	12776	15870
2230	12786	15870
2231	12791	15863
2232	12795	15855
2233	12803	15852
2234	12806	15843
2235	12811	15836
2236	12829	15845
2237	12834	15839
2238	12839	15832
2239	12842	15823
2240	12846	15816
2241	12850	15808
2242	12857	15803
2243	12861	15796
2244	12868	15792
2245	12873	15785
2246	12879	15779
2247	12883	15771
2248	12888	15765
2249	12894	15759
2250	12900	15754
2251	12911	15755
2252	12916	15748
2253	12925	15747
2254	12929	15739
2255	12935	15733
2256	12940	15727
2257	12945	15720
2258	12951	15714
2259	12956	15707
2260	12960	15700
2261	12968	15697
2262	12972	15689
2263	12976	15682
2264	12985	15679
2265	12993	15677
2266	12997	15669
2267	13003	15663
2268	13006	15655
2269	13011	15648
2270	13016	15642
2271	13022	15636
2272	13026	15628
2273	13040	15633
2274	13049	15630
2275	13053	15622
2276	13055	15613
2277	13067	15614
2278	13077	15613
2279	13080	15604
2280	13084	15596
2281	13095	15597
2282	13100	15591
2283	13108	15587
2284	13113	15581
2285	13118	15575
2286	13123	15568
2287	13127	15559
2288	13134	15556
2289	13138	15548
2290	13142	15540
2291	13151	15538
2292	13156	15531
2293	13160	15524
2294	13165	15517
2295	13169	15509
2296	13173	15501
2297	13180	15498
2298	13187	15493
2299	13190	15484
2300	13195	15478
2301	13199	15470
2302	13202	15461
2303	13209	15457
2304	13217	15453
2305	13221	15446
2306	13224	15437
2307	13233	15434
2308	13238	15429
2309	13251	15431
2310	13256	15424
2311	13259	15416
2312	13263	15408
2313	13276	15410
2314	13289	15413
2315	13292	15405
2316	13296	15396
2317	13300	15388
2318	13305	15382
2319	13313	15379
2320	13318	15372
2321	13325	15368
2322	13330	15361
2323	13335	15354
2324	13340	15348
2325	13344	15341
2326	13348	15332
2327	13353	15326
2328	13357	15319
2329	13362	15312
2330	13367	15305
2331	13372	15298
2332	13376	15291
2333	13380	15284
2334	13385	15277
2335	13390	15270
2336	13393	15261
2337	13397	15254
2338	13400	15244
2339	13404	15237
2340	13410	15232
2341	13416	15227
2342	13420	15218
2343	13424	15211
2344	13430	15205
2345	13437	15201
2346	13446	15199
2347	13451	15193
2348	13455	15185
2349	13460	15178
2350	13464	15171
2351	13469	15164
2352	13474	15158
2353	13480	15152
2354	13484	15145
2355	13488	15137
2356	13492	15129
2357	13496	15121
2358	13500	15113
2359	13507	15110
2360	13514	15105
2361	13519	15098
2362	13524	15093
2363	13530	15087
2364	13534	15079
2365	13537	15071
2366	13544	15067
2367	13548	15059
2368	13552	15051
2369	13556	15043
2370	13560	15036
2371	13568	15032
2372	13572	15025
2373	13583	15024
2374	13587	15017
2375	13591	15010
2376	13595	15003
2377	13603	14999
2378	13608	14993
2379	13615	14988
2380	13619	14981
2381	13625	14975
2382	13629	14967
2383	13633	14960
2384	13643	14959
2385	13647	14951
2386	13651	14943
2387	13654	14935
2388	13658	14927
2389	13661	14919
2390	13666	14912
2391	13670	14904
2392	13673	14896
2393	13679	14890
2394	13683	14883
2395	13687	14876
2396	13694	14871
2397	13713	14880
2398	13719	14874
2399	13724	14867
2400	13727	14860
2401	13731	14851
2402	13739	14849
2403	13744	14842
2404	13747	14833
2405	13754	14829
2406	13760	14823
2407	13765	14817
2408	13770	14810
2409	13776	14805
2410	13780	14798
2411	13785	14791
2412	13789	14784
2413	13794	14776
2414	13798	14769
2415	13803	14763
2416	13807	14755
2417	13810	14747
2418	13814	14739
2419	13824	14738
2420	13827	14729
2421	13832	14722
2422	13847	14728
2423	13857	14726
2424	13866	14724
2425	13871	14717
2426	13875	14710
2427	13882	14705
2428	13886	14698
2429	13891	14691
2430	13896	14684
2431	13905	14683
2432	13909	14675
2433	13914	14668
2434	13918	14661
2435	13922	14653
2436	13925	14645
2437	13929	14638
2438	13934	14631
2439	13940	14625
2440	13945	14619
2441	13948	14610
2442	13953	14604
2443	13957	14597
2444	13963	14591
2445	13966	14583
2446	13970	14576
2447	13982	14576
2448	13986	14569
2449	14012	14583
2450	14015	14576
2451	14020	14569
2452	14025	14562
2453	14031	14557
2454	14036	14551
2455	14043	14546
2456	14047	14539
2457	14053	14533
2458	14059	14528
2459	14063	14520
2460	14067	14513
2461	14077	14511
2462	14086	14509
2463	14091	14502
2464	14095	14495
2465	14100	14489
2466	14105	14482
2467	14110	14476
2468	14118	14473
2469	14122	14465
2470	14127	14458
2471	14131	14452
2472	14138	14447
2473	14142	14439
2474	14146	14432
2475	14150	14425
2476	14157	14420
2477	14162	14414
2478	14169	14409
2479	14175	14404
2480	14181	14398
2481	14189	14395
2482	14193	14387
2483	14203	14386
2484	14207	14378
2485	14212	14372
2486	14218	14367
2487	14225	14363
2488	14232	14358
2489	14238	14352
2490	14242	14345
2491	14245	14337
2492	14252	14332
2493	14258	14327
2494	14266	14324
2495	14276	14322
2496	14280	14314
2497	14285	14308
2498	14295	14306
2499	14303	14303
2500	14307	14296
2501	14311	14288
2502	14316	14282
2503	14324	14279
2504	14329	14272
2505	14334	14265
2506	14338	14258
2507	14341	14250
2508	14345	14242
2509	14348	14234
2510	14352	14226
2511	14356	14219
2512	14360	14212
2513	14365	14205
2514	14370	14198
2515	14373	14190
2516	14377	14183
2517	14385	14180
2518	14390	14173
2519	14395	14166
2520	14399	14159
2521	14404	14152
2522	14407	14145
2523	14413	14139
2524	14417	14132
2525	14427	14130
2526	14432	14124
2527	14438	14118
2528	14460	14128
2529	14467	14124
2530	14472	14117
2531	14478	14112
2532	14494	14116
2533	14499	14110
2534	14505	14105
2535	14516	14104
2536	14521	14097
2537	14536	14101
2538	14541	14094
2539	14549	14091
2540	14555	14085
2541	14561	14080
2542	14567	14074
2543	14572	14068
2544	14587	14071
2545	14606	14078
2546	14619	14079
2547	14630	14079
2548	14645	14082
2549	14661	14086
2550	14678	14091
2551	14693	14094
2552	14697	14087
2553	14704	14082
2554	14724	14090
2555	14730	14085
2556	14744	14087
2557	14751	14082
2558	14757	14077
2559	14766	14074
2560	14770	14067
2561	14774	14059
2562	14787	14060
2563	14793	14055
2564	14798	14048
2565	14805	14043
2566	14811	14037
2567	14824	14039
2568	14835	14038
2569	14839	14031
2570	14849	14029
2571	14853	14021
2572	14868	14024
2573	14875	14020
2574	14890	14023
2575	14895	14016
2576	14900	14009
2577	14905	14003
2578	14910	13997
2579	14915	13990
2580	14922	13985
2581	14926	13978
2582	14932	13972
2583	14935	13964
2584	14939	13957
2585	14945	13951
2586	14949	13944
2587	14953	13936
2588	14959	13930
2589	14964	13924
2590	14969	13917
2591	14973	13910
2592	14977	13903
2593	14981	13896
2594	14988	13891
2595	14993	13884
2596	14997	13876
2597	15000	13868
2598	15005	13862
2599	15016	13861
2600	15025	13858
2601	15031	13853
2602	15037	13847
2603	15048	13846
2604	15053	13840
2605	15062	13836
2606	15066	13829
2607	15070	13822
2608	15075	13816
2609	15079	13808
2610	15087	13804
2611	15093	13799
2612	15098	13792
2613	15103	13785
2614	15107	13778
2615	15114	13773
2616	15119	13767
2617	15123	13760
2618	15130	13755
2619	15134	13748
2620	15138	13740
2621	15147	13737
2622	15150	13729
2623	15155	13723
2624	15161	13717
2625	15164	13709
2626	15167	13701
2627	15173	13695
2628	15179	13689
2629	15183	13682
2630	15187	13675
2631	15191	13667
2632	15196	13660
2633	15199	13653
2634	15204	13646
2635	15210	13641
2636	15216	13635
2637	15222	13630
2638	15229	13625
2639	15235	13619
2640	15244	13616
2641	15248	13609
2642	15252	13601
2643	15256	13594
2644	15266	13592
2645	15269	13584
2646	15275	13579
2647	15280	13572
2648	15286	13566
2649	15289	13558
2650	15293	13551
2651	15300	13546
2652	15305	13540
2653	15309	13532
2654	15313	13525
2655	15319	13519
2656	15323	13512
2657	15331	13509
2658	15336	13502
2659	15340	13494
2660	15343	13487
2661	15350	13482
2662	15355	13475
2663	15358	13467
2664	15365	13462
2665	15369	13455
2666	15375	13449
2667	15383	13446
2668	15387	13438
2669	15391	13431
2670	15395	13424
2671	15400	13417
2672	15405	13411
2673	15409	13403
2674	15417	13399
2675	15421	13392
2676	15425	13385
2677	15430	13379
2678	15434	13371
2679	15438	13364
2680	15442	13357
2681	15448	13351
2682	15453	13345
2683	15459	13339
2684	15462	13332
2685	15466	13324
2686	15470	13316
2687	15474	13310
2688	15480	13304
2689	15484	13297
2690	15490	13291
2691	15494	13284
2692	15499	13278
2693	15505	13272
2694	15514	13269
2695	15519	13263
2696	15524	13256
2697	15527	13248
2698	15531	13240
2699	15540	13237
2700	15544	13231
2701	15549	13224
2702	15559	13222
2703	15563	13215
2704	15566	13207
2705	15571	13200
2706	15576	13194
2707	15581	13187
2708	15587	13181
2709	15592	13175
2710	15596	13168
2711	15601	13162
2712	15604	13154
2713	15608	13146
2714	15616	13143
2715	15621	13136
2716	15626	13130
2717	15637	13129
2718	15652	13130
2719	15658	13125
2720	15663	13119
2721	15668	13112
2722	15671	13104
2723	15676	13098
2724	15682	13092
2725	15688	13086
2726	15691	13079
2727	15696	13072
2728	15701	13066
2729	15710	13062
2730	15715	13056
2731	15719	13049
2732	15724	13043
2733	15729	13036
2734	15733	13029
2735	15737	13022
2736	15742	13016
2737	15750	13012
2738	15753	13004
2739	15759	12998
2740	15763	12991
2741	15766	12983
2742	15773	12978
2743	15777	12971
2744	15781	12964
2745	15785	12957
2746	15796	12955
2747	15801	12949
2748	15809	12945
2749	15813	12938
2750	15819	12932
2751	15823	12925
2752	15829	12920
2753	15835	12914
2754	15840	12908
2755	15849	12905
2756	15855	12899
2757	15863	12895
2758	15868	12889
2759	15878	12887
2760	15883	12880
2761	15889	12874
2762	15895	12869
2763	15898	12861
2764	15901	12853
2765	15912	12852
2766	15917	12845
2767	15924	12841
2768	15932	12836
2769	15935	12828
2770	15941	12823
2771	15945	12816
2772	15955	12813
2773	15960	12807
2774	15966	12801
2775	15970	12794
2776	15973	12787
2777	15979	12781
2778	15984	12774
2779	15988	12767
2780	15992	12760
2781	15997	12754
2782	16001	12747
2783	16007	12741
2784	16012	12735
2785	16017	12729
2786	16022	12722
2787	16027	12716
2788	16031	12709
2789	16039	12705
2790	16045	12699
2791	16048	12691
2792	16052	12684
2793	16055	12676
2794	16060	12669
2795	16063	12662
2796	16069	12656
2797	16072	12648
2798	16077	12642
2799	16082	12636
2800	16087	12630
2801	16092	12623
2802	16096	12616
2803	16100	12609
2804	16104	12602
2805	16108	12595
2806	16114	12590
2807	16121	12584
2808	16126	12578
2809	16131	12572
2810	16136	12566
2811	16144	12561
2812	16148	12554
2813	16154	12549
2814	16159	12543
2815	16163	12535
2816	16170	12531
2817	16175	12524
2818	16179	12517
2819	16184	12511
2820	16190	12505
2821	16195	12499
2822	16201	12493
2823	16205	12486
2824	16208	12479
2825	16213	12472
2826	16217	12465
2827	16221	12458
2828	16228	12453
2829	16232	12446
2830	16236	12439
2831	16240	12432
2832	16253	12432
2833	16257	12425
2834	16261	12418
2835	16265	12411
2836	16270	12404
2837	16280	12402
2838	16286	12396
2839	16294	12393
2840	16299	12386
2841	16304	12380
2842	16309	12374
2843	16315	12368
2844	16321	12362
2845	16326	12356
2846	16331	12350
2847	16337	12344
2848	16341	12337
2849	16345	12330
2850	16352	12325
2851	16356	12318
2852	16361	12312
2853	16370	12309
2854	16374	12302
2855	16377	12294
2856	16380	12286
2857	16386	12280
2858	16389	12273
2859	16392	12265
2860	16401	12262
2861	16406	12255
2862	16410	12249
2863	16415	12242
2864	16419	12236
2865	16424	12229
2866	16428	12222
2867	16434	12216
2868	16439	12210
2869	16443	12203
2870	16448	12197
2871	16454	12191
2872	16459	12185
2873	16464	12179
2874	16472	12175
2875	16476	12168
2876	16481	12161
2877	16486	12156
2878	16490	12148
2879	16494	12141
2880	16499	12135
2881	16503	12128
2882	16509	12123
2883	16512	12115
2884	16516	12108
2885	16523	12103
2886	16528	12097
2887	16533	12090
2888	16542	12087
2889	16547	12081
2890	16551	12074
2891	16556	12067
2892	16562	12062
2893	16567	12056
2894	16570	12048
2895	16576	12043
2896	16581	12037
2897	16586	12030
2898	16589	12023
2899	16595	12017
2900	16599	12010
2901	16606	12005
2902	16610	11998
2903	16614	11992
2904	16621	11986
2905	16625	11979
2906	16630	11973
2907	16637	11969
2908	16643	11963
2909	16649	11957
2910	16653	11950
2911	16656	11943
2912	16669	11942
2913	16673	11935
2914	16677	11928
2915	16682	11922
2916	16685	11915
2917	16689	11908
2918	16692	11900
2919	16699	11895
2920	16703	11888
2921	16707	11881
2922	16710	11874
2923	16714	11867
2924	16720	11861
2925	16724	11854
2926	16728	11847
2927	16738	11844
2928	16744	11839
2929	16750	11833
2930	16753	11826
2931	16757	11819
2932	16761	11812
2933	16765	11805
2934	16780	11806
2935	16784	11799
2936	16787	11792
2937	16795	11787
2938	16802	11783
2939	16813	11780
2940	16819	11775
2941	16822	11767
2942	16826	11761
2943	16834	11756
2944	16840	11751
2945	16846	11745
2946	16851	11739
2947	16854	11731
2948	16863	11728
2949	16870	11723
2950	16875	11717
2951	16884	11713
2952	16888	11707
2953	16892	11699
2954	16895	11692
2955	16900	11686
2956	16904	11679
2957	16907	11672
2958	16916	11668
2959	16919	11660
2960	16923	11653
2961	16927	11646
2962	16934	11642
2963	16938	11635
2964	16943	11629
2965	16947	11622
2966	16950	11614
2967	16954	11607
2968	16959	11601
2969	16964	11595
2970	16976	11593
2971	16980	11586
2972	16984	11580
2973	16990	11574
2974	16994	11567
2975	16998	11560
2976	17001	11553
2977	17009	11548
2978	17013	11542
2979	17017	11535
2980	17025	11531
2981	17034	11527
2982	17042	11523
2983	17046	11516
2984	17049	11509
2985	17054	11502
2986	17058	11496
2987	17068	11492
2988	17073	11487
2989	17077	11479
2990	17081	11473
2991	17084	11466
2992	17092	11461
2993	17095	11454
2994	17100	11447
2995	17104	11441
2996	17109	11434
2997	17113	11428
2998	17116	11420
2999	17124	11416
3000	17132	11411
3001	17136	11405
3002	17140	11398
3003	17144	11391
3004	17148	11384
3005	17156	11380
3006	17160	11373
3007	17164	11366
3008	17168	11359
3009	17176	11355
3010	17181	11350
3011	17187	11344
3012	17190	11336
3013	17197	11331
3014	17200	11324
3015	17204	11317
3016	17208	11310
3017	17212	11304
3018	17217	11297
3019	17222	11291
3020	17226	11284
3021	17232	11279
3022	17238	11273
3023	17243	11267
3024	17248	11261
3025	17264	11262
3026	17270	11256
3027	17273	11249
3028	17278	11243
3029	17281	11235
3030	17291	11232
3031	17294	11225
3032	17298	11218
3033	17302	11212
3034	17306	11204
3035	17311	11199
3036	17318	11194
3037	17324	11188
3038	17330	11182
3039	17335	11177
3040	17339	11169
3041	17342	11162
3042	17346	11155
3043	17357	11153
3044	17361	11146
3045	17364	11139
3046	17370	11133
3047	17374	11126
3048	17378	11120
3049	17382	11113
3050	17391	11109
3051	17395	11102
3052	17400	11097
3053	17406	11091
3054	17410	11084
3055	17414	11077
3056	17418	11071
3057	17422	11064
3058	17427	11057
3059	17431	11051
3060	17439	11046
3061	17445	11041
3062	17453	11037
3063	17459	11031
3064	17463	11025
3065	17471	11020
3066	17475	11014
3067	17479	11007
3068	17486	11002
3069	17493	10997
3070	17498	10991
3071	17501	10984
3072	17509	10979
3073	17513	10972
3074	17516	10965
3075	17519	10958
3076	17529	10955
3077	17534	10948
3078	17537	10941
3079	17541	10935
3080	17545	10928
3081	17550	10922
3082	17555	10915
3083	17558	10908
3084	17562	10901
3085	17567	10895
3086	17572	10889
3087	17577	10883
3088	17587	10880
3089	17593	10874
3090	17597	10868
3091	17602	10862
3092	17605	10854
3093	17609	10847
3094	17614	10841
3095	17621	10836
3096	17654	10848
3097	17658	10841
3098	17667	10837
3099	17671	10830
3100	17675	10823
3101	17684	10820
3102	17688	10813
3103	17692	10807
3104	17697	10800
3105	17701	10794
3106	17706	10787
3107	17709	10780
3108	17715	10775
3109	17720	10769
3110	17725	10762
3111	17730	10757
3112	17735	10750
3113	17740	10744
3114	17747	10739
3115	17752	10733
3116	17756	10726
3117	17765	10723
3118	17770	10716
3119	17773	10709
3120	17784	10707
3121	17789	10700
3122	17795	10695
3123	17799	10688
3124	17805	10683
3125	17813	10679
3126	17822	10675
3127	17829	10670
3128	17832	10663
3129	17836	10656
3130	17840	10649
3131	17851	10646
3132	17855	10640
3133	17860	10634
3134	17865	10627
3135	17869	10621
3136	17873	10614
3137	17878	10608
3138	17882	10602
3139	17887	10595
3140	17894	10591
3141	17898	10583
3142	17903	10577
3143	17906	10570
3144	17912	10564
3145	17917	10559
3146	17921	10552
3147	17925	10545
3148	17930	10539
3149	17933	10532
3150	17936	10524
3151	17940	10518
3152	17945	10512
3153	17949	10505
3154	17954	10499
3155	17959	10493
3156	17964	10487
3157	17968	10480
3158	17974	10475
3159	17982	10470
3160	17986	10464
3161	17993	10459
3162	18001	10454
3163	18005	10448
3164	18009	10441
3165	18015	10436
3166	18022	10431
3167	18027	10424
3168	18033	10419
3169	18037	10412
3170	18044	10407
3171	18047	10400
3172	18051	10394
3173	18057	10388
3174	18063	10383
3175	18067	10376
3176	18072	10369
3177	18079	10365
3178	18088	10361
3179	18093	10355
3180	18102	10351
3181	18105	10344
3182	18110	10338
3183	18113	10331
3184	18119	10325
3185	18124	10319
3186	18128	10312
3187	18132	10306
3188	18136	10299
3189	18142	10294
3190	18147	10287
3191	18150	10280
3192	18154	10274
3193	18158	10267
3194	18162	10260
3195	18168	10255
3196	18175	10250
3197	18179	10243
3198	18183	10237
3199	18187	10230
3200	18191	10223
3201	18195	10217
3202	18200	10211
3203	18206	10205
3204	18211	10199
3205	18218	10194
3206	18223	10188
3207	18227	10182
3208	18231	10175
3209	18243	10172
3210	18246	10166
3211	18250	10159
3212	18260	10156
3213	18265	10150
3214	18269	10143
3215	18275	10137
3216	18280	10131
3217	18284	10125
3218	18288	10118
3219	18294	10112
3220	18298	10106
3221	18302	10099
3222	18305	10093
3223	18309	10086
3224	18314	10080
3225	18319	10074
3226	18324	10068
3227	18328	10061
3228	18331	10054
3229	18338	10049
3230	18344	10043
3231	18347	10036
3232	18350	10029
3233	18353	10022
3234	18358	10016
3235	18363	10010
3236	18366	10003
3237	18371	9997
3238	18375	9990
