iter	RMSE
1661	38734.25619
1662	38733.73254
1663	38732.82589
1664	38731.16901
1665	38729.17672
1666	38724.50244
1667	38719.47262
1668	38716.69008
1669	38715.8838
1670	38714.03558
1671	38711.27135
1672	38709.03901
1673	38707.08082
1674	38702.58609
1675	38698.10613
1676	38695.49039
1677	38693.40509
1678	38690.85999
1679	38681.47508
1680	38678.91571
1681	38676.89013
1682	38672.83496
1683	38670.20578
1684	38668.44686
1685	38664.79538
1686	38659.2892
1687	38656.34044
1688	38653.54327
1689	38648.51823
1690	38645.59135
1691	38644.4917
1692	38640.06163
1693	38639.90431
1694	38639.04195
1695	38633.39654
1696	38629.90823
1697	38628.26379
1698	38627.452
1699	38624.85106
1700	38621.78806
1701	38614.03319
1702	38610.34492
1703	38607.09318
1704	38605.10402
1705	38598.52636
1706	38593.35431
1707	38585.74575
1708	38585.03957
1709	38577.7806
1710	38575.06625
1711	38569.40401
1712	38567.18775
1713	38566.09449
1714	38564.71545
1715	38556.53777
1716	38555.90329
1717	38552.42558
1718	38550.83305
1719	38548.35579
1720	38547.01529
1721	38542.98205
1722	38540.27183
1723	38539.55464
1724	38536.0909
1725	38535.20484
1726	38530.69827
1727	38525.3583
1728	38519.54228
1729	38513.08374
1730	38510.95151
1731	38500.13035
1732	38495.39045
1733	38494.94175
1734	38494.61572
1735	38488.75128
1736	38485.28396
1737	38484.23254
1738	38483.62823
1739	38482.61281
1740	38480.34267
1741	38478.12721
1742	38476.88514
1743	38475.22787
1744	38473.98002
1745	38473.27308
1746	38472.5393
1747	38463.71768
1748	38460.24811
1749	38459.27651
1750	38458.37568
1751	38457.9259
1752	38457.03836
1753	38455.71961
1754	38453.6456
1755	38450.73261
1756	38449.76114
1757	38447.67086
1758	38442.35445
1759	38440.39847
1760	38431.70047
1761	38424.00727
1762	38416.58438
1763	38416.1446
1764	38412.91727
1765	38410.9669
1766	38401.49042
1767	38396.44278
1768	38388.18876
1769	38387.67565
1770	38385.88687
1771	38383.17381
1772	38382.09876
1773	38380.06641
1774	38374.15352
1775	38371.22714
1776	38370.86216
1777	38367.86266
1778	38365.93647
1779	38360.11832
1780	38358.6036
1781	38350.1083
1782	38347.77216
1783	38342.58522
1784	38339.67253
1785	38337.99894
1786	38336.5589
1787	38333.81697
1788	38332.26551
1789	38324.27817
1790	38322.01372
1791	38320.96349
1792	38313.07637
1793	38310.04049
1794	38306.46317
1795	38305.93455
1796	38302.92267
1797	38295.78549
1798	38294.17689
1799	38287.31291
1800	38283.66769
1801	38279.03507
1802	38277.97107
1803	38277.23933
1804	38274.19716
1805	38268.45455
1806	38262.72979
1807	38259.35569
1808	38255.53509
1809	38254.81178
1810	38248.64274
1811	38247.3073
1812	38247.11623
1813	38244.69368
1814	38242.89165
1815	38235.01356
1816	38232.34833
1817	38230.68007
1818	38228.388
1819	38227.71279
1820	38225.3194
1821	38217.81453
1822	38214.2901
1823	38213.48499
1824	38207.83354
1825	38204.31658
1826	38200.09862
1827	38196.10103
1828	38187.08088
1829	38185.16802
1830	38183.98145
1831	38174.89627
1832	38171.74267
1833	38170.91723
1834	38164.36699
1835	38161.65889
1836	38159.08324
1837	38158.44013
1838	38157.6155
1839	38157.448
1840	38153.92616
1841	38152.72688
1842	38150.81133
1843	38147.55281
1844	38146.57818
1845	38142.37093
1846	38138.82457
1847	38135.43022
1848	38133.11643
1849	38130.64438
1850	38130.29499
1851	38127.54215
1852	38124.58796
1853	38122.51289
1854	38121.59522
1855	38118.34434
1856	38116.90749
1857	38115.87022
1858	38113.31188
1859	38110.41435
1860	38108.1492
1861	38103.03397
1862	38096.80797
1863	38093.16796
1864	38091.81993
1865	38091.32765
1866	38086.22823
1867	38082.09017
1868	38080.66463
1869	38078.0258
1870	38067.21029
1871	38063.56856
1872	38063.23898
1873	38062.35642
1874	38061.6626
1875	38060.9069
1876	38056.73712
1877	38051.89516
1878	38048.2456
1879	38039.04714
1880	38034.48287
1881	38029.08767
1882	38025.51663
1883	38021.52965
1884	38017.64318
1885	38014.9346
1886	38014.18562
1887	38012.05755
1888	38010.99872
1889	38008.84163
1890	38004.68541
1891	37997.77657
1892	37997.38604
1893	37994.32435
1894	37993.9241
1895	37987.86904
1896	37985.66188
1897	37980.33524
1898	37979.32998
1899	37973.81076
1900	37970.59623
1901	37964.01203
1902	37960.69397
1903	37954.73886
1904	37946.65234
1905	37942.76562
1906	37942.05564
1907	37939.3117
1908	37938.14578
1909	37936.09257
1910	37935.67689
1911	37934.12744
1912	37933.35295
1913	37926.79116
1914	37921.70878
1915	37916.71567
1916	37906.89429
1917	37905.70668
1918	37904.97583
1919	37902.73735
1920	37900.16378
1921	37895.231
1922	37893.12377
1923	37890.93073
1924	37889.55105
1925	37884.5478
1926	37883.26874
1927	37882.23533
1928	37873.93249
1929	37872.84715
1930	37871.14538
1931	37870.44399
1932	37864.97042
1933	37864.32151
1934	37862.32469
1935	37861.61659
1936	37860.5025
1937	37859.94181
1938	37857.84262
1939	37852.9946
1940	37848.69338
1941	37844.84633
1942	37843.40399
1943	37837.49303
1944	37836.41214
1945	37834.44499
1946	37832.55663
1947	37826.75798
1948	37823.93507
1949	37823.1714
1950	37819.73037
1951	37819.18407
1952	37817.9311
1953	37809.37592
1954	37807.56365
1955	37803.0496
1956	37800.33398
1957	37798.43384
1958	37798.16659
1959	37795.04921
1960	37794.19811
1961	37790.11011
1962	37788.04045
1963	37784.92538
1964	37782.24214
1965	37780.71005
1966	37776.93995
1967	37773.51871
1968	37771.98033
1969	37770.54082
1970	37764.68543
1971	37761.5783
1972	37761.00587
1973	37759.06391
1974	37753.46317
1975	37753.14477
1976	37751.97156
1977	37751.30901
1978	37745.83345
1979	37739.02145
1980	37734.68762
1981	37732.81621
1982	37730.06524
1983	37727.39398
1984	37723.37765
1985	37721.78792
1986	37721.11806
1987	37718.15432
1988	37717.14932
1989	37716.08694
1990	37710.39165
1991	37707.39486
1992	37705.74535
1993	37705.34053
1994	37703.43391
1995	37702.75088
1996	37702.04545
1997	37701.22742
1998	37693.63346
1999	37692.78602
2000	37690.93608
2001	37688.98957
2002	37687.91139
2003	37686.8182
2004	37684.79406
2005	37682.10281
2006	37678.59434
2007	37675.75906
2008	37673.65376
2009	37671.1109
2010	37669.51284
2011	37665.01676
2012	37663.53963
2013	37656.77431
2014	37650.21183
2015	37649.35923
2016	37648.80667
2017	37648.5719
2018	37646.31011
2019	37639.24566
2020	37637.56544
2021	37634.78912
2022	37628.97596
2023	37624.04481
2024	37622.98874
2025	37620.58418
2026	37619.15023
2027	37616.88007
2028	37613.54009
2029	37613.45232
2030	37608.26825
2031	37607.29975
2032	37601.51402
2033	37600.59931
2034	37598.22272
2035	37596.30338
2036	37588.80717
2037	37579.50228
2038	37575.21851
2039	37570.78634
2040	37569.74779
2041	37564.19323
2042	37558.86238
2043	37558.26022
2044	37556.99795
2045	37552.62641
2046	37550.01038
2047	37547.90516
2048	37546.82765
2049	37544.19348
2050	37539.90315
2051	37539.55075
2052	37537.52057
2053	37532.62267
2054	37531.29358
2055	37529.66305
2056	37526.78152
2057	37524.82544
2058	37521.54523
2059	37520.73709
2060	37520.05006
2061	37519.57145
2062	37519.13264
2063	37518.072
2064	37515.80794
2065	37514.44157
2066	37514.21154
2067	37509.42217
2068	37507.86589
2069	37507.16949
2070	37505.76891
2071	37505.59979
2072	37503.85799
2073	37496.13003
2074	37494.17256
2075	37490.71877
2076	37486.99898
2077	37482.58358
2078	37482.28069
2079	37479.03879
2080	37472.5985
2081	37469.46313
2082	37468.82128
2083	37465.13604
2084	37464.73688
2085	37463.05274
2086	37462.2801
2087	37460.63599
2088	37456.2986
2089	37455.62125
2090	37454.00676
2091	37453.12392
2092	37450.39359
2093	37440.64527
2094	37440.08202
2095	37438.2885
2096	37436.52804
2097	37433.15007
2098	37431.07633
2099	37427.1706
2100	37426.60586
2101	37422.01288
2102	37419.98185
2103	37418.25531
2104	37416.24024
2105	37415.60664
2106	37414.96751
2107	37410.16038
2108	37407.90117
2109	37405.48526
2110	37401.89837
2111	37401.56261
2112	37396.17235
2113	37391.09399
2114	37388.90627
2115	37384.92896
2116	37381.03171
2117	37379.92824
2118	37377.39889
2119	37376.27601
2120	37373.73507
2121	37373.25669
2122	37372.91687
2123	37366.31207
2124	37366.2998
2125	37363.48226
2126	37362.94307
2127	37354.59922
2128	37352.40949
2129	37351.39699
2130	37348.35053
2131	37343.78425
2132	37343.23924
2133	37341.5959
2134	37341.1491
2135	37336.41977
2136	37335.72435
2137	37334.24848
2138	37330.2574
2139	37328.22669
2140	37322.47932
2141	37320.61689
2142	37318.73723
2143	37318.57829
2144	37315.71523
2145	37314.08594
2146	37308.72012
2147	37306.40528
2148	37304.61067
2149	37293.74353
2150	37289.53698
2151	37286.40736
2152	37284.43195
2153	37283.88154
2154	37283.24748
2155	37281.83965
2156	37280.11673
2157	37279.26634
2158	37275.08276
2159	37273.03263
2160	37270.34442
2161	37268.59704
2162	37264.71926
2163	37263.73232
2164	37260.91711
2165	37254.67748
2166	37253.29073
2167	37250.65542
2168	37249.97111
2169	37247.87199
2170	37239.89479
2171	37238.39051
2172	37237.48421
2173	37235.86948
2174	37233.30113
2175	37226.79503
2176	37226.17632
2177	37223.43283
2178	37218.66747
2179	37215.62634
2180	37214.32317
2181	37213.79508
2182	37213.05789
2183	37211.75369
2184	37211.37507
2185	37209.84042
2186	37204.69117
2187	37199.1981
2188	37198.89601
2189	37198.05218
2190	37190.64421
2191	37189.78218
2192	37188.12267
2193	37186.59251
2194	37186.55591
2195	37184.85462
2196	37181.3953
2197	37180.95468
2198	37177.31532
2199	37175.47514
2200	37174.40906
2201	37171.7395
2202	37170.15517
2203	37169.66217
2204	37167.68333
2205	37165.2547
2206	37162.26838
2207	37161.65138
2208	37160.95275
2209	37158.79394
2210	37148.95384
2211	37147.01721
2212	37141.84127
2213	37140.08833
2214	37133.59145
2215	37124.44684
2216	37116.47304
2217	37114.46954
2218	37112.72087
2219	37112.46168
2220	37107.44971
2221	37106.54703
2222	37105.1673
2223	37099.77145
2224	37099.14805
2225	37097.02513
2226	37093.74903
2227	37090.35536
2228	37087.25913
2229	37080.11472
2230	37075.53123
2231	37071.87341
2232	37070.90435
2233	37070.70645
2234	37063.64698
2235	37059.24909
2236	37048.25303
2237	37046.14695
2238	37043.71103
2239	37039.08377
2240	37038.8318
2241	37034.62507
2242	37026.02923
2243	37024.88301
2244	37024.54889
2245	37023.06273
2246	37021.99846
2247	37020.13051
2248	37016.06787
2249	37015.59399
2250	37011.40895
2251	37005.86286
2252	37001.71496
2253	36998.72087
2254	36993.34503
2255	36988.69872
2256	36983.34433
2257	36981.68588
2258	36981.07104
2259	36978.66033
2260	36971.89819
2261	36971.54823
2262	36971.07493
2263	36969.13142
2264	36968.24797
2265	36962.6844
2266	36961.94715
2267	36957.89176
2268	36951.98923
2269	36947.71658
2270	36945.71357
2271	36944.71758
2272	36942.07149
2273	36940.49481
2274	36937.45585
2275	36936.1348
2276	36934.68313
2277	36933.04986
2278	36932.3555
2279	36930.33545
2280	36922.17007
2281	36921.78974
2282	36919.44039
2283	36918.5216
2284	36916.87604
2285	36913.69074
2286	36912.53178
2287	36908.33848
2288	36904.38674
2289	36902.50836
2290	36897.17043
2291	36895.93446
2292	36892.01921
2293	36887.92468
2294	36885.47482
2295	36883.44323
2296	36881.48104
2297	36880.18737
2298	36878.58601
2299	36874.13508
2300	36873.60073
2301	36870.14812
2302	36867.93015
2303	36862.329
2304	36861.10432
2305	36859.54591
2306	36856.30615
2307	36853.54652
2308	36851.73097
2309	36851.19247
2310	36850.28677
2311	36841.63819
2312	36838.29804
2313	36835.47742
2314	36832.34448
2315	36831.8977
2316	36829.96848
2317	36824.63658
2318	36820.94568
2319	36819.08392
2320	36816.50335
2321	36813.02032
2322	36810.77824
2323	36809.50427
2324	36809.15468
2325	36808.46704
2326	36806.50443
2327	36805.57926
2328	36803.87163
2329	36801.79823
2330	36800.7133
2331	36799.68208
2332	36796.85396
2333	36796.44483
2334	36793.4446
2335	36793.29561
2336	36791.1364
2337	36789.75122
2338	36788.55507
2339	36787.23576
2340	36783.57325
2341	36782.46562
2342	36780.93726
2343	36777.56648
2344	36776.76476
2345	36774.63886
2346	36771.72162
2347	36769.89593
2348	36762.16869
2349	36756.62785
2350	36747.43074
2351	36743.79574
2352	36743.45497
2353	36741.33286
2354	36731.96472
2355	36726.59094
2356	36723.54215
2357	36722.31832
2358	36719.18844
2359	36717.78348
2360	36716.83185
2361	36711.69731
2362	36711.04677
2363	36709.32495
2364	36706.16093
2365	36702.41268
2366	36701.49323
2367	36701.15213
2368	36700.39267
2369	36698.89718
2370	36697.6608
2371	36695.62584
2372	36693.15528
2373	36689.83786
2374	36688.68502
2375	36687.48109
2376	36686.65273
2377	36681.48116
2378	36680.61175
2379	36679.49448
2380	36674.51145
2381	36673.98448
2382	36672.13507
2383	36671.17272
2384	36668.89693
2385	36666.32623
2386	36664.77361
2387	36664.46006
2388	36663.07414
2389	36660.97552
2390	36658.4485
2391	36656.95179
2392	36651.07432
2393	36646.23245
2394	36639.57231
2395	36635.17996
2396	36634.8618
2397	36634.46264
2398	36633.13418
2399	36629.74532
2400	36624.12631
2401	36620.21938
2402	36618.26862
2403	36617.58431
2404	36616.65231
2405	36613.42145
2406	36608.19646
2407	36600.34643
2408	36596.91858
2409	36595.22268
2410	36591.57712
2411	36589.94788
2412	36582.81912
2413	36576.25927
2414	36574.7104
2415	36570.69392
2416	36569.03479
2417	36568.09989
2418	36565.58952
2419	36561.59332
2420	36556.97813
2421	36553.83364
2422	36553.43589
2423	36545.70537
2424	36543.97368
2425	36543.84186
2426	36542.94469
2427	36542.40232
2428	36538.50499
2429	36537.49108
2430	36534.57804
2431	36532.08538
2432	36531.59114
2433	36530.8157
2434	36525.18537
2435	36522.96569
2436	36519.19042
2437	36517.43837
2438	36513.13106
2439	36510.27114
2440	36509.90894
2441	36507.7358
2442	36506.44914
2443	36506.28638
2444	36505.88462
2445	36502.1034
2446	36499.34268
2447	36494.59965
2448	36492.70715
2449	36488.88432
2450	36482.7844
2451	36481.51274
2452	36480.46208
2453	36478.12205
2454	36471.75783
2455	36471.01019
2456	36468.90883
2457	36466.64555
2458	36465.71986
2459	36465.40926
2460	36464.48394
2461	36460.53177
2462	36460.08095
2463	36455.14537
2464	36452.9394
2465	36450.24286
2466	36449.24256
2467	36447.63643
2468	36444.0798
2469	36443.32829
2470	36440.39826
2471	36440.13875
2472	36434.46274
2473	36430.39428
2474	36428.7349
2475	36427.85102
2476	36426.5438
2477	36415.26871
2478	36411.82141
2479	36411.64648
2480	36407.38927
2481	36401.57927
2482	36399.52459
2483	36398.17778
2484	36395.83055
2485	36394.97532
2486	36392.86162
2487	36391.53262
2488	36384.55306
2489	36381.82748
2490	36381.45942
2491	36381.05326
2492	36380.17992
2493	36377.95571
2494	36377.19689
2495	36376.17253
2496	36371.39155
2497	36371.32613
2498	36368.73037
2499	36366.94133
2500	36366.68698
2501	36366.20891
2502	36365.87506
2503	36362.58939
2504	36362.3228
2505	36360.20117
2506	36358.93027
2507	36358.11453
2508	36353.60493
2509	36350.64049
2510	36340.6101
2511	36340.0274
2512	36337.78384
2513	36337.32799
2514	36335.84668
2515	36335.76219
2516	36334.94737
2517	36334.3087
2518	36334.0475
2519	36331.83651
2520	36331.05821
2521	36328.30682
2522	36326.05573
2523	36324.7595
2524	36324.46506
2525	36323.19222
2526	36321.03496
2527	36319.03891
2528	36316.16579
2529	36314.23634
2530	36312.73872
2531	36307.80429
2532	36307.06505
2533	36306.04196
2534	36304.53153
2535	36302.3739
2536	36301.86343
2537	36300.4092
2538	36294.97582
2539	36291.67559
2540	36285.56323
2541	36279.87901
2542	36271.82717
2543	36271.33902
2544	36270.21753
2545	36266.67155
2546	36266.37602
2547	36260.56896
2548	36259.12506
2549	36255.81614
2550	36251.52204
2551	36249.74311
2552	36245.2512
2553	36239.63848
2554	36231.01383
2555	36229.58472
2556	36227.49503
2557	36220.81274
2558	36220.6024
2559	36219.80315
2560	36217.49615
2561	36216.97646
2562	36215.12548
2563	36211.76755
2564	36206.8848
2565	36206.35561
2566	36205.1711
2567	36202.44629
2568	36198.03052
2569	36196.1305
2570	36194.7826
2571	36190.68309
2572	36184.37593
2573	36182.78114
2574	36179.08545
2575	36178.36481
2576	36176.69245
2577	36176.32722
2578	36172.91988
2579	36170.96472
2580	36169.19349
2581	36162.78345
2582	36160.3395
2583	36154.77786
2584	36153.95776
2585	36153.65535
2586	36149.72615
2587	36146.73602
2588	36146.44847
2589	36143.96345
2590	36143.41793
2591	36142.31636
2592	36138.99873
2593	36138.25134
2594	36135.48111
2595	36135.15244
2596	36131.79829
2597	36127.68802
2598	36127.37739
2599	36127.30912
2600	36123.00203
2601	36121.5728
2602	36120.106
2603	36117.45829
2604	36113.83571
2605	36113.70215
2606	36113.02603
2607	36111.72222
2608	36108.22674
2609	36106.75285
2610	36105.69226
2611	36101.6342
2612	36101.1257
2613	36099.69401
2614	36095.1644
2615	36094.62384
2616	36093.5996
2617	36090.6465
2618	36088.40286
2619	36085.25223
2620	36082.26466
2621	36081.93097
2622	36078.94635
2623	36077.33958
2624	36072.08079
2625	36070.00219
2626	36068.10191
2627	36067.04447
2628	36061.86804
2629	36060.30747
2630	36059.61058
2631	36059.34847
2632	36058.36353
2633	36057.83514
2634	36053.30125
2635	36051.67292
2636	36049.01811
2637	36044.71559
2638	36041.93069
2639	36037.44982
2640	36035.97955
2641	36028.95172
2642	36027.62957
2643	36024.32369
2644	36023.35429
2645	36017.71106
2646	36016.99429
2647	36015.52626
2648	36014.82996
2649	36012.70921
2650	36012.45426
2651	36008.73465
2652	36006.94638
2653	36005.38596
2654	36000.36724
2655	35998.8991
2656	35998.64915
2657	35995.97121
2658	35994.85487
2659	35990.48089
2660	35987.30741
2661	35985.85141
2662	35985.71395
2663	35982.63001
2664	35981.29638
2665	35979.86026
2666	35976.90788
2667	35971.40166
2668	35964.59811
2669	35963.16385
2670	35959.1184
2671	35958.37697
2672	35955.70654
2673	35955.12357
2674	35953.34673
2675	35950.52605
2676	35950.19685
2677	35949.96881
2678	35947.63111
2679	35947.26314
2680	35945.4138
2681	35943.56654
2682	35942.96153
2683	35940.46393
2684	35937.6392
2685	35935.67205
2686	35933.44115
2687	35931.65076
2688	35926.62168
2689	35925.3589
2690	35924.16322
2691	35918.98536
2692	35917.38783
2693	35913.88124
2694	35913.70647
2695	35912.10851
2696	35909.5641
2697	35907.03888
2698	35903.74857
2699	35899.80709
2700	35898.9451
2701	35898.66071
2702	35897.93518
2703	35896.68992
2704	35893.41116
2705	35891.65604
2706	35889.61492
2707	35889.11399
2708	35887.45071
2709	35886.61915
2710	35878.32001
2711	35876.8937
2712	35875.72274
2713	35872.41453
2714	35869.74888
2715	35868.0064
2716	35866.08455
2717	35860.27582
2718	35859.45748
2719	35858.87751
2720	35857.86662
2721	35857.41309
2722	35852.76658
2723	35850.52917
2724	35848.17282
2725	35843.98132
2726	35843.18589
2727	35841.40025
2728	35839.80005
2729	35839.16868
2730	35837.16824
2731	35835.78331
2732	35832.91376
2733	35831.43212
2734	35830.55715
2735	35830.1499
2736	35829.07117
2737	35826.55565
2738	35824.66349
2739	35823.62371
2740	35817.15856
2741	35816.25248
2742	35815.16262
2743	35812.09016
2744	35811.18632
2745	35808.68909
2746	35807.76896
2747	35806.33595
2748	35802.06682
2749	35801.00777
2750	35799.80229
2751	35799.50524
2752	35791.64737
2753	35790.59146
2754	35787.60162
2755	35787.1286
2756	35784.23718
2757	35780.88982
2758	35774.35205
2759	35769.836
2760	35768.90248
2761	35767.20013
2762	35764.55971
2763	35756.73241
2764	35755.23394
2765	35751.98844
2766	35751.49098
2767	35750.71956
2768	35742.13499
2769	35740.92794
2770	35740.43812
2771	35732.07761
2772	35730.99129
2773	35727.84911
2774	35723.91015
2775	35723.64139
2776	35723.59088
2777	35722.23304
2778	35719.27797
2779	35716.48952
2780	35714.10849
2781	35713.41654
2782	35711.14051
2783	35710.11575
2784	35709.58968
2785	35707.6023
2786	35704.35554
2787	35701.38205
2788	35700.89847
2789	35697.50765
2790	35694.57737
2791	35694.19166
2792	35691.99979
2793	35689.41695
2794	35687.58281
2795	35685.1292
2796	35675.86936
2797	35674.98049
2798	35674.27772
2799	35673.12777
2800	35671.42184
2801	35670.62064
2802	35669.26356
2803	35668.53301
2804	35665.62309
2805	35664.22828
2806	35662.56101
2807	35661.51144
2808	35653.92556
2809	35652.86688
2810	35652.08401
2811	35648.30938
2812	35646.19711
2813	35645.08924
2814	35642.77138
2815	35641.1783
2816	35639.98584
2817	35638.48675
2818	35637.72942
2819	35636.45221
2820	35635.60595
2821	35631.80259
2822	35630.8288
2823	35624.64824
2824	35618.76736
2825	35617.53518
2826	35615.1817
2827	35613.14492
2828	35609.78654
2829	35602.75166
2830	35601.90798
2831	35601.87592
2832	35601.42064
2833	35599.21835
2834	35598.08918
2835	35595.34494
2836	35593.30749
2837	35591.5444
2838	35588.89733
2839	35585.79229
2840	35583.58643
2841	35581.58947
2842	35580.6018
2843	35579.79002
2844	35575.73357
2845	35574.93872
2846	35571.8531
2847	35571.24292
2848	35566.71912
2849	35566.3857
2850	35566.09193
2851	35563.37212
2852	35562.2961
2853	35558.68658
2854	35554.53335
2855	35553.96072
2856	35553.39871
2857	35550.68114
2858	35550.20879
2859	35546.32342
2860	35545.33209
2861	35544.6673
2862	35543.27801
2863	35542.92897
2864	35541.85074
2865	35540.31936
2866	35538.92847
2867	35533.52485
2868	35532.23196
2869	35530.83652
2870	35530.64305
2871	35528.76058
2872	35524.56618
2873	35518.71698
2874	35518.12143
2875	35516.27116
2876	35513.21129
2877	35512.48897
2878	35510.77526
2879	35509.62392
2880	35507.61377
2881	35504.49302
2882	35502.29908
2883	35501.41831
2884	35500.7956
2885	35495.9009
2886	35493.98999
2887	35488.7762
2888	35486.35387
2889	35485.32112
2890	35485.24107
2891	35483.75118
2892	35483.40437
2893	35481.85117
2894	35479.50073
2895	35474.70624
2896	35473.79761
2897	35473.45717
2898	35472.79551
2899	35468.62293
2900	35466.0179
2901	35464.49909
2902	35464.36921
2903	35463.48228
2904	35462.03804
2905	35461.44609
2906	35460.54797
2907	35458.37162
2908	35458.20123
2909	35449.91664
2910	35447.32316
2911	35446.4871
2912	35445.94186
2913	35443.56343
2914	35442.97381
2915	35438.3026
2916	35432.87524
2917	35432.00279
2918	35429.91854
2919	35428.85818
2920	35427.39778
2921	35423.60203
2922	35421.90786
2923	35418.89429
2924	35417.59185
2925	35416.92701
2926	35413.8876
2927	35412.82485
2928	35408.68883
2929	35403.98999
2930	35403.72255
2931	35400.13727
2932	35398.63994
2933	35393.87342
2934	35387.94209
2935	35385.08306
2936	35383.31825
2937	35381.39329
2938	35380.49365
2939	35379.5531
2940	35377.9229
2941	35377.39506
2942	35374.26083
2943	35372.8859
2944	35371.87077
2945	35371.72138
2946	35371.22806
2947	35365.94841
2948	35365.78751
2949	35356.27718
2950	35353.16822
2951	35350.67412
2952	35348.6317
2953	35345.72779
2954	35342.8113
2955	35338.9086
2956	35338.08784
2957	35336.03823
2958	35335.69295
2959	35334.33613
2960	35330.70721
2961	35327.33538
2962	35325.80428
2963	35325.5455
2964	35324.21414
2965	35320.22732
2966	35317.72822
2967	35317.07871
2968	35316.46649
2969	35314.43492
2970	35309.17807
2971	35306.99091
2972	35306.73103
2973	35304.3695
2974	35299.19127
2975	35297.54478
2976	35292.50311
2977	35291.14188
2978	35283.92521
2979	35279.64731
2980	35277.39023
2981	35273.37036
2982	35272.16372
2983	35271.7983
2984	35269.00856
2985	35262.20112
2986	35256.70327
2987	35256.10732
2988	35253.35008
2989	35251.93476
2990	35251.75815
2991	35250.08734
2992	35247.4834
2993	35244.96585
2994	35242.44985
2995	35242.2834
2996	35241.0379
2997	35240.98215
2998	35235.70091
2999	35234.44848
3000	35233.08965
3001	35232.42422
3002	35230.29061
3003	35229.46452
3004	35229.11792
3005	35225.39011
3006	35222.96495
3007	35213.69828
3008	35210.6306
3009	35209.05393
3010	35206.56854
3011	35200.51637
3012	35197.07525
3013	35196.75853
3014	35193.8907
3015	35189.14276
3016	35187.45616
3017	35184.80194
3018	35180.97673
3019	35175.62073
3020	35174.55084
3021	35172.60772
3022	35172.00344
3023	35170.61079
3024	35167.35944
3025	35165.87719
3026	35164.72805
3027	35164.04469
3028	35156.58781
3029	35155.25597
3030	35152.50689
3031	35150.57591
3032	35146.84053
3033	35146.70765
3034	35140.92755
3035	35138.83567
3036	35136.94175
3037	35134.85817
3038	35133.01171
3039	35128.8972
3040	35128.10071
3041	35126.3723
3042	35121.51338
3043	35120.6914
3044	35117.66509
3045	35117.11061
3046	35113.42811
3047	35110.95461
3048	35110.04044
3049	35109.72154
3050	35107.56219
3051	35094.83681
3052	35093.89143
3053	35089.64695
3054	35081.86579
3055	35080.18755
3056	35077.4707
3057	35074.47254
3058	35074.02049
3059	35071.80912
3060	35070.54612
3061	35070.42493
3062	35069.98773
3063	35069.47265
3064	35066.74981
3065	35062.80505
3066	35058.90649
3067	35058.34591
3068	35056.96963
3069	35056.42391
3070	35055.23341
3071	35054.20881
3072	35049.53897
3073	35047.56783
3074	35046.31052
3075	35042.71321
3076	35040.38247
3077	35040.20445
3078	35035.57013
3079	35028.82777
3080	35028.17949
3081	35027.68868
3082	35026.53898
3083	35026.25663
3084	35020.17571
3085	35018.94665
3086	35018.75618
3087	35016.28291
3088	35015.95627
3089	35014.34931
3090	35013.72157
3091	35013.01709
3092	35012.45685
3093	35011.73235
3094	35010.2327
3095	35009.35374
3096	35008.06986
3097	35007.17791
3098	35006.32753
3099	35003.16396
3100	34999.34259
3101	34996.30151
3102	34992.00265
3103	34991.06179
3104	34989.94219
3105	34984.10702
3106	34982.87874
3107	34978.96153
3108	34975.91304
3109	34975.03525
3110	34974.31877
3111	34968.48835
3112	34965.78518
3113	34963.76241
3114	34960.78089
3115	34960.73194
3116	34956.85449
3117	34953.23206
3118	34953.07954
3119	34945.24018
3120	34942.72856
3121	34941.08921
3122	34938.3271
3123	34934.11076
3124	34923.39718
3125	34922.73506
3126	34921.82254
3127	34920.8516
3128	34919.79378
3129	34914.87767
3130	34914.14736
3131	34913.59433
3132	34912.10676
3133	34911.25495
3134	34909.82419
3135	34909.12558
3136	34907.42136
3137	34905.21819
3138	34904.28418
3139	34902.61722
3140	34902.14335
3141	34901.84738
3142	34901.21649
3143	34900.75338
3144	34899.65539
3145	34897.22387
3146	34896.00116
3147	34895.32579
3148	34895.09574
3149	34893.08342
3150	34891.97688
3151	34888.3253
3152	34887.31131
3153	34886.44186
3154	34884.5325
3155	34882.65298
3156	34879.37032
3157	34876.73341
3158	34876.07396
3159	34873.78034
3160	34872.53982
3161	34869.92683
3162	34866.34016
3163	34866.15249
3164	34865.48592
3165	34860.52879
3166	34857.96569
3167	34856.37603
3168	34855.40178
3169	34854.48245
3170	34853.27035
3171	34852.23392
3172	34844.92482
3173	34844.79083
3174	34843.85689
3175	34843.52112
3176	34842.48295
3177	34840.08472
3178	34836.80341
3179	34832.75041
3180	34827.3228
3181	34824.26399
3182	34822.24081
3183	34820.46232
3184	34819.80475
3185	34818.43697
3186	34816.56099
3187	34816.16292
3188	34814.36416
3189	34810.25123
3190	34809.59169
3191	34808.07861
3192	34807.43321
3193	34806.98935
3194	34804.21787
3195	34803.11428
3196	34799.18513
3197	34796.41833
3198	34795.37799
3199	34793.38094
3200	34791.67716
3201	34791.19324
3202	34790.58645
3203	34785.36048
3204	34783.45046
3205	34783.22665
3206	34782.22342
3207	34779.67922
3208	34776.1917
3209	34771.58673
3210	34770.08937
3211	34767.88991
3212	34763.8289
3213	34762.23752
3214	34756.78638
3215	34754.18768
